,price
0,22.599999999999945
1,22.15000000000005
2,22.149999999999903
3,22.19999999999989
4,22.19999999999989
5,22.55000000000012
6,22.6000000000001
7,22.6000000000001
8,22.6000000000001
9,22.458503401360428
10,22.14999999999999
11,22.25
12,22.26134259259259
13,22.24560185185184
14,22.300000000000114
15,22.300000000000114
16,22.300000000000114
17,22.300000000000114
18,22.26700680272108
19,22.55000000000012
20,22.38503401360556
21,22.25
22,22.40169491525424
23,22.20847457627107
24,22.24101694915245
25,22.208503401360428
26,22.20838926174485
27,22.20847457627107
28,22.300000000000114
29,22.259322033898204
30,22.20844594594583
31,22.19999999999989
32,22.1499999999999
33,21.899999999999903
34,22.0
35,22.0
36,21.899833887043304
37,22.050000000000114
38,22.149999999999903
39,22.149999999999903
40,22.149999999999903
41,22.149999999999903
42,22.197466216216057
43,22.44999999999989
44,22.375506756756657
45,22.149999999999903
46,22.149999999999903
47,22.149999999999903
48,22.149999999999903
49,22.149999999999903
50,22.1633445945945
51,22.4070945945945
52,22.26756756756746
53,22.3999999999999
54,22.16841216216229
55,22.185641891891773
56,22.20861486486472
57,22.25
58,22.44999999999989
59,22.300000000000114
60,22.300000000000114
61,22.300000000000114
62,22.3500000000001
63,22.5
64,22.5
65,22.434013605442004
66,22.434013605442004
67,22.434013605442004
68,22.434013605442004
69,22.434013605442004
70,22.44999999999989
71,22.44999999999989
72,22.44999999999989
73,22.55000000000012
74,22.55000000000012
75,22.55000000000012
76,22.55000000000012
77,22.55000000000012
78,22.55000000000012
79,22.55000000000012
80,22.55000000000012
81,22.55000000000012
82,22.55000000000012
83,22.55000000000012
84,22.55000000000012
85,22.55000000000012
86,22.55000000000012
87,22.55000000000012
88,22.55000000000012
89,22.6000000000001
90,22.6000000000001
91,22.6000000000001
92,22.6000000000001
93,22.563605442176986
94,22.55816326530624
95,22.598129251700776
96,22.55000000000012
97,22.55000000000012
98,22.55000000000012
99,22.503061224489795
100,22.503061224489795
101,22.503061224489795
102,22.5231292517007
103,22.5231292517007
104,22.44999999999989
105,22.44999999999989
106,22.44999999999989
107,22.44999999999989
108,22.44999999999989
109,22.44999999999989
110,22.44999999999989
111,22.44999999999989
112,22.45238095238084
113,22.31071428571429
114,22.44999999999989
115,22.10850340136064
116,22.149999999999903
117,22.10850340136064
118,22.38384353741487
119,22.390306122448905
120,22.40085034013596
121,22.40085034013596
122,22.40085034013596
123,22.40085034013596
124,22.399999999999903
125,22.390306122448905
126,22.390306122448905
127,22.390306122448905
128,22.390306122448905
129,22.390306122448905
130,22.390306122448905
131,22.390306122448905
132,22.390306122448905
133,22.390306122448905
134,22.390306122448905
135,22.390306122448905
136,22.25
137,22.26700680272108
138,22.3336734693878
139,22.44999999999989
140,22.44999999999989
141,22.44999999999989
142,22.44999999999989
143,22.44999999999989
144,22.44999999999989
145,22.44999999999989
146,22.44999999999989
147,22.399999999999903
148,22.399999999999903
149,22.399999999999903
150,22.44999999999989
151,22.44999999999989
152,22.41700680272098
153,22.41700680272098
154,22.419387755101926
155,22.418707482993085
156,22.418707482993085
157,22.41105442176861
158,22.6000000000001
159,22.399999999999903
160,22.40085034013596
161,22.43656462585017
162,22.6000000000001
163,22.6000000000001
164,22.6000000000001
165,22.6000000000001
166,22.6000000000001
167,22.6000000000001
168,22.6000000000001
169,22.6000000000001
170,22.6000000000001
171,22.6000000000001
172,22.6000000000001
173,22.6000000000001
174,22.6000000000001
175,22.6000000000001
176,22.6000000000001
177,22.6000000000001
178,22.6000000000001
179,22.6000000000001
180,22.6000000000001
181,22.6000000000001
182,22.6000000000001
183,22.6000000000001
184,22.6000000000001
185,22.6000000000001
186,22.6000000000001
187,22.6000000000001
188,22.6000000000001
189,22.6000000000001
190,22.6000000000001
191,22.6000000000001
192,22.6000000000001
193,22.6000000000001
194,22.6000000000001
195,22.6000000000001
196,22.6000000000001
197,22.6000000000001
198,22.6000000000001
199,22.6000000000001
200,22.6000000000001
201,22.6000000000001
202,22.6000000000001
203,22.6000000000001
204,22.6000000000001
205,22.6000000000001
206,22.6000000000001
207,22.6000000000001
208,22.6000000000001
209,22.6000000000001
210,22.6000000000001
211,22.6000000000001
212,22.6000000000001
213,22.6000000000001
214,22.6000000000001
215,22.6000000000001
216,22.6000000000001
217,22.6000000000001
218,22.6000000000001
219,22.6000000000001
220,22.6000000000001
221,22.6000000000001
222,22.6000000000001
223,22.6000000000001
224,22.6000000000001
225,22.6000000000001
226,22.6000000000001
227,22.6000000000001
228,22.6000000000001
229,22.6000000000001
230,22.6000000000001
231,22.6000000000001
232,22.6000000000001
233,22.6000000000001
234,22.6000000000001
235,22.6000000000001
236,22.6000000000001
237,22.6000000000001
238,22.6000000000001
239,22.6000000000001
240,22.6000000000001
241,22.6000000000001
242,22.6000000000001
243,22.6000000000001
244,22.6000000000001
245,22.6000000000001
246,22.6000000000001
247,22.6000000000001
248,22.6000000000001
249,22.6000000000001
250,22.6000000000001
251,22.6000000000001
252,22.6000000000001
253,22.6000000000001
254,22.6000000000001
255,22.6000000000001
256,22.6000000000001
257,22.6000000000001
258,22.6000000000001
259,22.6000000000001
260,22.6000000000001
261,22.6000000000001
262,22.6000000000001
263,22.6000000000001
264,22.6000000000001
265,22.6000000000001
266,22.6000000000001
267,22.6000000000001
268,22.6000000000001
269,22.6000000000001
270,22.6000000000001
271,22.6000000000001
272,22.6000000000001
273,22.6000000000001
274,22.6000000000001
275,22.6000000000001
276,22.6000000000001
277,22.6000000000001
278,22.6000000000001
279,22.6000000000001
280,22.6000000000001
281,22.6000000000001
282,22.6000000000001
283,22.6000000000001
284,22.6000000000001
285,22.6000000000001
286,22.6000000000001
287,22.6000000000001
288,22.6000000000001
289,22.6000000000001
290,22.6000000000001
291,22.6000000000001
292,22.6000000000001
293,22.6000000000001
294,22.6000000000001
295,22.6000000000001
296,22.6000000000001
297,22.6000000000001
298,22.6000000000001
299,22.6000000000001
300,22.6000000000001
301,22.6000000000001
302,22.6000000000001
303,22.6000000000001
304,22.6000000000001
305,22.6000000000001
306,22.6000000000001
307,22.6000000000001
308,22.6000000000001
309,22.6000000000001
310,22.6000000000001
311,22.6000000000001
312,22.6000000000001
313,22.6000000000001
314,22.6000000000001
315,22.6000000000001
316,22.6000000000001
317,22.6000000000001
318,22.6000000000001
319,22.6000000000001
320,22.6000000000001
321,22.6000000000001
322,22.6000000000001
323,22.6000000000001
324,22.6000000000001
325,22.6000000000001
326,22.6000000000001
327,22.6000000000001
328,22.6000000000001
329,22.6000000000001
330,22.6000000000001
331,22.6000000000001
332,22.6000000000001
333,22.6000000000001
334,22.6000000000001
335,22.6000000000001
336,22.6000000000001
337,22.6000000000001
338,22.6000000000001
339,22.6000000000001
340,22.6000000000001
341,22.6000000000001
342,22.6000000000001
343,22.6000000000001
344,22.6000000000001
345,22.6000000000001
346,22.6000000000001
347,22.6000000000001
348,22.6000000000001
349,22.6000000000001
350,22.6000000000001
351,22.6000000000001
352,22.6000000000001
353,22.6000000000001
354,22.6000000000001
355,22.6000000000001
356,22.6000000000001
357,22.6000000000001
358,22.6000000000001
359,22.6000000000001
360,22.6000000000001
361,22.6000000000001
362,22.6000000000001
363,22.6000000000001
364,22.6000000000001
365,22.6000000000001
366,22.6000000000001
367,22.6000000000001
368,22.6000000000001
369,22.6000000000001
370,22.6000000000001
371,22.6000000000001
372,22.6000000000001
373,22.6000000000001
374,22.6000000000001
375,22.6000000000001
376,22.6000000000001
377,22.6000000000001
378,22.6000000000001
379,22.6000000000001
380,22.6000000000001
381,22.6000000000001
382,22.6000000000001
383,22.6000000000001
384,22.6000000000001
385,22.6000000000001
386,22.6000000000001
387,22.6000000000001
388,22.6000000000001
389,22.6000000000001
390,22.6000000000001
391,22.6000000000001
392,22.6000000000001
393,22.6000000000001
394,22.6000000000001
395,22.6000000000001
396,22.6000000000001
397,22.6000000000001
398,22.6000000000001
399,22.6000000000001
400,22.6000000000001
401,22.6000000000001
402,22.6000000000001
403,22.6000000000001
404,22.6000000000001
405,22.6000000000001
406,22.6000000000001
407,22.6000000000001
408,22.6000000000001
409,22.6000000000001
410,22.6000000000001
411,22.6000000000001
412,22.6000000000001
413,22.6000000000001
414,22.6000000000001
415,22.6000000000001
416,22.6000000000001
417,22.6000000000001
418,22.6000000000001
419,22.6000000000001
420,22.6000000000001
421,22.6000000000001
422,22.6000000000001
423,22.6000000000001
424,22.6000000000001
425,22.6000000000001
426,22.6000000000001
427,22.6000000000001
428,22.6000000000001
429,22.6000000000001
430,22.6000000000001
431,22.6000000000001
432,22.6000000000001
433,22.6000000000001
434,22.6000000000001
435,22.6000000000001
436,22.6000000000001
437,22.6000000000001
438,22.6000000000001
439,22.6000000000001
440,22.6000000000001
441,22.6000000000001
442,22.6000000000001
443,22.6000000000001
444,22.6000000000001
445,22.6000000000001
446,22.6000000000001
447,22.6000000000001
448,22.6000000000001
449,22.6000000000001
450,22.6000000000001
451,22.6000000000001
452,22.6000000000001
453,22.6000000000001
454,22.6000000000001
455,22.6000000000001
456,22.6000000000001
457,22.6000000000001
458,22.6000000000001
459,22.6000000000001
460,22.6000000000001
461,22.6000000000001
462,22.6000000000001
463,22.6000000000001
464,22.6000000000001
465,22.6000000000001
466,22.6000000000001
467,22.6000000000001
468,22.6000000000001
469,22.6000000000001
470,22.6000000000001
471,22.6000000000001
472,22.6000000000001
473,22.6000000000001
474,22.6000000000001
475,22.6000000000001
476,22.6000000000001
477,22.6000000000001
478,22.6000000000001
479,22.6000000000001
480,22.6000000000001
481,22.6000000000001
482,22.6000000000001
483,22.6000000000001
484,22.6000000000001
485,22.6000000000001
486,22.6000000000001
487,22.6000000000001
488,22.6000000000001
489,22.6000000000001
490,22.6000000000001
491,22.6000000000001
492,22.6000000000001
493,22.6000000000001
494,22.6000000000001
495,22.6000000000001
496,22.6000000000001
497,22.6000000000001
498,22.6000000000001
499,22.6000000000001
500,22.6000000000001
501,22.6000000000001
502,22.6000000000001
503,22.6000000000001
504,22.6000000000001
505,22.6000000000001
506,22.6000000000001
507,22.6000000000001
508,22.6000000000001
509,22.6000000000001
510,22.6000000000001
511,22.6000000000001
512,22.6000000000001
513,22.6000000000001
514,22.6000000000001
515,22.6000000000001
516,22.6000000000001
517,22.6000000000001
518,22.6000000000001
519,22.6000000000001
520,22.6000000000001
521,22.6000000000001
522,22.6000000000001
523,22.6000000000001
524,22.6000000000001
525,22.6000000000001
526,22.6000000000001
527,22.6000000000001
528,22.6000000000001
529,22.6000000000001
530,22.6000000000001
531,22.6000000000001
532,22.6000000000001
533,22.6000000000001
534,22.6000000000001
535,22.6000000000001
536,22.6000000000001
537,22.6000000000001
538,22.6000000000001
539,22.6000000000001
540,22.6000000000001
541,22.6000000000001
542,22.6000000000001
543,22.6000000000001
544,22.6000000000001
545,22.6000000000001
546,22.6000000000001
547,22.6000000000001
548,22.6000000000001
549,22.6000000000001
550,22.6000000000001
551,22.6000000000001
552,22.6000000000001
553,22.6000000000001
554,22.6000000000001
555,22.6000000000001
556,22.6000000000001
557,22.6000000000001
558,22.6000000000001
559,22.6000000000001
560,22.6000000000001
561,22.6000000000001
562,22.6000000000001
563,22.6000000000001
564,22.6000000000001
565,22.6000000000001
566,22.6000000000001
567,22.6000000000001
568,22.6000000000001
569,22.6000000000001
570,22.6000000000001
571,22.6000000000001
572,22.6000000000001
573,22.6000000000001
574,22.6000000000001
575,22.6000000000001
576,22.6000000000001
577,22.6000000000001
578,22.6000000000001
579,22.6000000000001
580,22.6000000000001
581,22.6000000000001
582,22.6000000000001
583,22.6000000000001
584,22.6000000000001
585,22.6000000000001
586,22.6000000000001
587,22.6000000000001
588,22.6000000000001
589,22.6000000000001
590,22.6000000000001
591,22.6000000000001
592,22.6000000000001
593,22.6000000000001
594,22.6000000000001
595,22.6000000000001
596,22.6000000000001
597,22.6000000000001
598,22.6000000000001
599,22.6000000000001
600,22.6000000000001
601,22.6000000000001
602,22.6000000000001
603,22.6000000000001
604,22.6000000000001
605,22.6000000000001
606,22.6000000000001
607,22.6000000000001
608,22.6000000000001
609,22.6000000000001
610,22.6000000000001
611,22.6000000000001
612,22.6000000000001
613,22.6000000000001
614,22.6000000000001
615,22.6000000000001
616,22.6000000000001
617,22.6000000000001
618,22.6000000000001
619,22.6000000000001
620,22.6000000000001
621,22.6000000000001
622,22.6000000000001
623,22.6000000000001
624,22.6000000000001
625,22.6000000000001
626,22.6000000000001
627,22.6000000000001
628,22.6000000000001
629,22.6000000000001
630,22.6000000000001
631,22.6000000000001
632,22.6000000000001
